Date,Open,High,Low,Close,Adj Close,Volume
2015-02-13,452.708771,456.076843,450.257019,454.442352,431.923462,3412182
2015-02-16,455.036713,457.760895,445.774506,447.161346,425.003204,5661079
2015-02-18,445.774506,449.736938,443.000793,446.591766,424.461945,4538867
2015-02-19,449.216858,449.538818,439.607971,446.789886,424.650208,4407617
2015-02-20,443.421814,443.793274,431.559235,432.450806,411.021667,8637984
2015-02-23,430.890594,434.258667,419.572876,421.727448,400.829651,6509207
2015-02-24,423.114288,424.377319,414.570282,416.774384,396.122070,9205176
2015-02-25,420.414886,424.228729,416.576263,417.616425,396.922333,7049002
2015-02-26,419.077576,421.009247,414.372162,417.046814,396.380981,9903671
2015-02-27,419.795746,426.457611,418.334595,423.758209,402.759766,8611300
2015-02-28,null,null,null,null,null,null
2015-03-02,430.420044,433.639526,423.758209,428.067352,406.855377,6728442
2015-03-03,430.420044,448.969208,429.627563,446.170746,424.061707,9523937
2015-03-04,448.746338,450.554199,435.893158,439.756561,417.965393,6680693
2015-03-05,442.059723,445.155365,434.952087,438.320160,416.600159,4945756
2015-03-09,438.394470,441.688232,428.017822,430.742004,409.397522,6491176
2015-03-10,430.395294,433.788116,423.683899,425.541290,404.454529,7030516
2015-03-11,426.432831,430.717224,422.197998,423.956329,402.948090,5369953
2015-03-12,424.971680,429.627563,423.782959,427.844452,406.643585,5437566
2015-03-13,430.420044,430.717224,419.523346,421.058777,400.194122,5970034
2015-03-16,421.752197,422.965698,416.204803,417.096344,396.428040,6387153
2015-03-17,421.281677,425.912781,416.551514,424.402100,403.371826,8800839
2015-03-18,424.476379,432.029785,423.337189,430.246704,408.926788,4278050
2015-03-19,433.664307,434.233887,423.040009,424.055389,403.042206,6430821
2015-03-20,424.922150,426.531891,420.315826,423.040009,402.077179,4802236
2015-03-23,424.228729,427.943512,415.115112,417.022034,396.357391,6115649
2015-03-24,417.096344,423.139069,417.096344,419.993866,399.181946,4263534
2015-03-25,420.513947,420.761597,416.551514,418.483185,397.746155,4737268
2015-03-26,416.601044,420.637787,408.180847,410.756439,390.402313,9516748
2015-03-27,413.034851,413.579681,396.962189,402.039063,382.116943,10765370
2015-03-30,404.466064,405.010895,394.485657,401.568542,381.669647,7998063
2015-03-31,405.159485,412.539551,405.159485,409.121948,388.848846,9338631
2015-04-01,408.577087,415.560913,402.732483,414.099762,393.579987,6732605
2015-04-06,414.074982,415.065582,406.843536,408.453278,388.213287,5692183
2015-04-07,409.146698,414.124512,409.146698,412.514771,392.073517,9818618
2015-04-08,412.836731,430.667694,412.539551,428.884613,407.632172,11454982
2015-04-09,428.686493,445.279205,425.367950,443.347504,421.378418,12588063
2015-04-10,443.273224,450.133179,440.375671,447.929077,425.732971,11686661
2015-04-13,449.142578,458.033295,445.155365,456.918854,434.277252,9311840
2015-04-15,456.175903,465.388580,449.340698,457.488464,434.818604,10259724
2015-04-16,457.909485,464.596100,455.185303,459.816406,437.031250,9311821
2015-04-17,463.134949,467.716522,456.968384,459.073456,436.325073,11056926
2015-04-20,464.249390,464.323669,435.125458,438.666870,416.929688,17365390
2015-04-21,440.895752,443.545624,432.128845,434.110077,412.598694,8171780
2015-04-22,436.809479,439.211700,429.429443,435.744568,414.152191,6812343
2015-04-23,437.775330,440.524261,430.444824,434.407257,412.881134,6155401
2015-04-24,434.382477,438.072510,430.246704,435.323578,413.752075,5865595
2015-04-27,435.893158,439.583191,431.633545,433.540466,412.057312,5096308
2015-04-28,433.243286,436.859009,425.244110,428.537903,407.302673,6778219
2015-04-29,426.952911,431.187775,419.721466,421.009247,400.147064,7563040
2015-04-30,421.009247,428.884613,419.993866,427.126282,405.960968,16061186
2015-05-04,429.033203,442.753143,426.209961,441.291992,419.424713,6958726
2015-05-05,442.654083,446.666046,438.394470,441.886353,419.989655,8236274
2015-05-06,440.821442,444.164764,431.905975,435.992218,414.387573,10355229
2015-05-07,433.391876,435.100677,425.962311,431.286835,409.915405,7723447
2015-05-08,431.410645,442.678833,426.507141,440.672852,423.702209,7893697
2015-05-11,442.233063,445.502075,437.552429,443.768524,426.678650,6559762
2015-05-12,443.248444,443.248444,428.513123,430.271454,413.701385,7684065
2015-05-13,432.574615,440.152802,424.575439,438.394470,421.511566,7707709
2015-05-14,438.840240,438.939301,431.063934,434.976868,418.225586,5690160
2015-05-15,436.809479,439.310760,430.964874,432.871796,416.201538,3845085
2015-05-18,433.342346,442.802673,432.005035,441.589172,424.583252,4544638
2015-05-19,441.440582,448.127197,439.137421,443.570404,426.488190,6697763
2015-05-20,445.972626,451.222870,444.635315,450.157959,432.821991,4019151
2015-05-21,451.346680,453.402191,442.852203,444.164764,427.059631,4965518
2015-05-22,444.288574,448.548218,444.288574,447.681427,430.440857,3853084
2015-05-25,445.774506,449.736938,441.985413,443.050323,425.988190,3053900
2015-05-26,443.297974,443.793274,437.205719,438.146820,421.273468,4388978
2015-05-27,438.840240,441.267212,435.967468,438.493530,421.606812,3728104
2015-05-28,438.765930,442.926514,431.905975,433.788116,417.082581,12247683
2015-05-29,435.818878,439.063110,432.450806,434.382477,417.654083,13511569
2015-06-01,435.868408,448.201508,434.877808,446.888947,429.678955,9043078
2015-06-02,448.622498,455.086243,441.539642,445.105835,427.964447,9312587
2015-06-03,445.279205,450.950439,440.078491,443.966644,426.869141,7174605
2015-06-04,447.854797,453.798431,442.084473,452.064880,434.655548,7352336
2015-06-05,450.678009,454.169922,447.978607,449.613129,432.298157,6030112
2015-06-08,449.142578,450.727539,437.403839,438.567810,421.678223,5005867
2015-06-09,437.626740,441.143402,434.555847,437.701019,420.844818,4224271
2015-06-10,438.840240,450.678009,438.344940,448.647278,431.369537,6234576
2015-06-11,448.746338,450.479889,432.723206,434.456787,417.725555,6773174
2015-06-12,435.373108,442.158783,435.001617,440.747162,423.773682,9942471
2015-06-15,443.248444,448.251038,440.821442,446.641296,429.440826,5934228
2015-06-16,445.279205,448.251038,442.406433,447.730957,430.488464,6428372
2015-06-17,448.275787,466.750671,442.802673,461.228027,443.465790,12106356
2015-06-18,461.896667,486.389526,461.871918,484.878845,466.205750,22782770
2015-06-19,486.637177,498.474945,486.637177,493.645721,474.635101,21095589
2015-06-22,493.794312,499.614166,488.618378,491.193970,472.277710,8950414
2015-06-23,491.664520,496.642334,490.847260,492.828491,473.849304,7387458
2015-06-24,492.828491,498.499725,488.692688,490.797729,471.896729,8585283
2015-06-25,488.866028,499.762756,487.875427,497.558655,478.397308,12541312
2015-06-26,495.255463,502.288818,493.026611,495.651703,476.563721,9676173
2015-06-29,489.311798,492.258881,481.436462,490.772949,471.872894,9307965
2015-06-30,490.302429,496.716614,489.361328,495.354523,476.278015,10699811
2015-07-01,495.800293,500.480927,495.800293,498.103485,478.921112,6841396
2015-07-02,499.762756,505.087280,498.821655,500.679077,481.397552,7352247
2015-07-03,500.134216,502.140198,496.815674,498.871185,479.659271,6383048
2015-07-06,493.373322,504.666260,492.927551,503.006989,483.635803,5647711
2015-07-07,500.753357,503.527069,495.304993,496.914734,477.778137,5212640
2015-07-08,493.249481,499.614166,491.169220,493.620972,474.611206,7010484
2015-07-09,493.323792,495.800293,486.959106,489.064148,470.229889,7497465
2015-07-10,490.896790,497.286224,490.475769,496.196564,477.087646,7435026
2015-07-13,496.196564,501.496307,492.902771,498.772125,479.563995,4550503
2015-07-14,499.713226,501.001007,492.927551,494.215332,475.182709,4588659
2015-07-15,495.181183,502.437408,495.082123,500.827667,481.540375,6245436
2015-07-16,501.248657,509.074493,500.827667,507.043732,487.517120,6855254
2015-07-17,507.811462,510.733765,504.220490,506.053131,486.564636,4705056
2015-07-20,509.074493,510.139374,504.170959,507.563812,488.017120,2929764
2015-07-21,509.173553,509.396423,496.667084,499.168396,479.945068,3656619
2015-07-22,497.781525,522.026733,497.583405,520.268372,500.232422,7988304
2015-07-23,521.803833,528.911438,515.711548,517.742310,497.803650,8603702
2015-07-24,519.079651,519.896912,505.755951,507.712402,488.160004,6045493
2015-07-27,507.638092,510.114624,496.171783,497.954895,478.778290,9284709
2015-07-28,499.416046,503.576599,495.354523,500.381866,481.111786,6176196
2015-07-29,500.010406,501.595367,491.392090,493.323792,474.325470,6825961
2015-07-30,495.354523,499.267456,491.491150,495.379303,476.301849,5400115
2015-07-31,495.304993,499.217926,490.351959,496.221313,477.111481,7676708
2015-08-03,495.800293,502.164978,495.007813,496.518494,477.397156,4563212
2015-08-04,496.989044,498.103485,485.398895,489.361328,470.515656,5541169
2015-08-05,489.485168,495.701233,487.429657,489.237518,470.396606,6620219
2015-08-06,490.847260,491.342560,484.160645,484.878845,466.205750,4018758
2015-08-07,484.903595,492.333160,483.987274,487.553467,468.777435,3973000
2015-08-10,487.627777,489.757599,477.721680,479.901031,461.419678,4286823
2015-08-11,480.941162,482.253723,474.502197,478.464630,460.038605,4043875
2015-08-12,477.275909,478.464630,465.859131,467.023102,449.037689,4453623
2015-08-13,469.053833,472.496216,460.336456,462.292938,444.489655,4310570
2015-08-14,465.710541,481.436462,462.763458,478.935181,460.491028,5879215
2015-08-17,478.464630,478.464630,468.583313,470.886475,452.752289,5010702
2015-08-18,473.511597,473.511597,466.676361,467.617462,449.609161,3059898
2015-08-19,467.567932,475.988098,465.314270,472.818146,454.609558,4096871
2015-08-20,475.468048,475.468048,452.584961,453.847961,436.369934,8772229
2015-08-21,450.727539,451.668640,444.288574,449.712189,432.393433,9253312
2015-08-24,435.868408,435.868408,405.159485,410.880280,395.056946,16445872
2015-08-25,416.477203,426.284241,407.735077,420.092926,403.914795,22846211
2015-08-26,419.919586,433.292816,416.056213,422.693298,406.415070,8747967
2015-08-27,429.330383,436.487549,424.501160,430.494354,413.915649,12459363
2015-08-28,433.391876,437.354309,428.983673,432.104095,415.463440,4970452
2015-08-31,432.326965,432.326965,422.891418,423.931549,407.605591,9557173
2015-09-01,422.940948,422.940948,413.629211,415.981903,399.962067,9989485
2015-09-02,421.009247,424.525909,417.343994,420.786377,404.581604,9069565
2015-09-03,423.015228,426.333771,418.235535,422.916168,406.629364,5381078
2015-09-04,420.860657,420.860657,408.676147,414.025452,398.081024,7476274
2015-09-07,415.189423,418.037415,409.963959,412.688141,396.795166,4723281
2015-09-08,414.074982,422.470398,408.676147,420.315826,404.129150,5953563
2015-09-09,426.457611,435.224518,421.256897,432.921326,416.249176,8002727
2015-09-10,426.457611,431.162994,423.733429,429.429443,412.891815,5110836
2015-09-11,431.905975,433.936707,424.080139,426.432831,410.010590,4907973
2015-09-14,426.829102,428.785553,421.950317,427.869232,411.391663,3675418
2015-09-15,426.952911,430.915344,423.782959,429.429443,412.891815,5311765
2015-09-16,431.955505,434.555847,428.537903,432.178375,415.534882,6195548
2015-09-18,435.100677,445.526855,434.456787,443.496094,426.416748,15811655
2015-09-21,435.868408,439.929901,433.911957,434.927338,418.177917,5875902
2015-09-22,435.868408,438.295410,418.285065,419.969116,403.795837,7266556
2015-09-23,417.542114,424.377319,416.056213,421.182617,404.962555,7024609
2015-09-24,420.018646,420.018646,413.455841,414.743652,398.771576,13419022
2015-09-28,415.957153,416.501984,410.459259,413.208191,397.295258,5364769
2015-09-29,411.103149,421.133087,409.171448,416.427673,400.390717,7316374
2015-09-30,421.504547,428.339752,415.313232,427.101501,410.653503,7980264
2015-10-01,432.871796,432.871796,425.268890,428.290222,411.796448,3998154
2015-10-05,427.349152,440.821442,426.878632,439.830841,422.892609,7391110
2015-10-06,443.619934,446.022156,438.716400,444.808655,427.678741,5690429
2015-10-07,443.149384,454.714752,441.316772,452.609711,435.179382,5314258
2015-10-08,453.154541,453.154541,438.964050,440.375671,423.416473,4962576
2015-10-09,442.827423,448.473907,436.611359,439.508881,422.583038,4304812
2015-10-12,439.830841,446.566986,439.830841,441.688232,424.678467,2867019
2015-10-13,438.369690,443.941864,437.304779,442.604553,425.559540,2844021
2015-10-14,443.694214,448.251038,442.777893,447.235657,430.012299,3693193
2015-10-15,449.588348,451.222870,445.824036,447.607117,430.369446,4175871
2015-10-16,448.003387,453.105011,447.607117,453.105011,435.655640,7036458
2015-10-19,466.082001,478.216980,466.082001,477.226379,458.848053,15462946
2015-10-20,477.969330,478.811340,472.025665,473.858307,455.609650,8349406
2015-10-21,473.263916,482.823303,472.025665,473.016266,454.800049,6647651
2015-10-23,477.449249,481.956543,466.156311,473.338226,455.109619,5608802
2015-10-26,476.433868,476.978729,466.230591,466.998322,449.013824,5048242
2015-10-27,464.992340,469.672974,464.298920,465.363831,447.442291,5354228
2015-10-28,464.051270,468.013702,460.584137,464.076019,446.204071,5518950
2015-10-29,463.605469,468.063232,463.085419,466.082001,448.132813,6128894
2015-10-30,466.626831,473.462067,465.636230,469.400543,451.323578,6168572
2015-11-02,470.044434,476.235748,468.162292,475.393738,457.085938,3332972
2015-11-03,477.102539,480.668732,476.111938,479.058990,460.610046,5248878
2015-11-04,479.455231,482.922363,468.657593,471.183655,453.037994,4630314
2015-11-05,470.044434,471.035065,462.119568,463.902679,446.037445,4969178
2015-11-06,465.314270,472.892456,464.546570,471.728485,453.561890,3861457
2015-11-09,462.367218,477.969330,457.389404,476.111938,457.776489,7860126
2015-11-10,474.006897,475.245148,453.847961,457.042694,439.441620,5300897
2015-11-13,453.228851,464.868500,452.956421,462.144348,444.346802,6314390
2015-11-16,458.652435,466.577301,458.033295,462.763458,444.942078,7082429
2015-11-17,464.620850,465.041870,458.751495,459.519226,441.822784,3963426
2015-11-18,459.444916,461.277557,450.702789,451.718170,434.322083,5191514
2015-11-19,455.135773,464.942810,454.318512,462.986359,445.156403,5622547
2015-11-20,462.614868,471.926605,458.429535,468.979553,450.918793,5216916
2015-11-23,470.539764,474.452667,468.657593,472.397156,454.204742,4845525
2015-11-24,472.025665,481.238342,471.059814,479.306641,460.848145,6833048
2015-11-26,480.941162,491.317810,479.579071,489.683289,470.825226,10986386
2015-11-27,489.856659,491.590210,482.476593,484.928375,466.253387,5026593
2015-11-30,484.655945,487.578247,476.632019,479.009460,460.562408,13807708
2015-12-01,477.474030,484.804535,476.111938,478.415100,459.990936,5990904
2015-12-02,478.588470,485.250305,477.721680,484.383514,465.729553,3495228
2015-12-03,482.872833,489.831879,482.476593,484.012054,465.372375,5243282
2015-12-04,481.585052,483.516754,476.186218,478.192230,459.776642,6204259
2015-12-07,478.192230,481.931763,470.415924,471.555115,453.395172,6684321
2015-12-08,469.994904,472.322845,463.654999,466.032471,448.085236,3476092
2015-12-09,463.704529,467.295502,452.139160,453.649841,436.179413,4233993
2015-12-10,456.918854,472.421906,455.680603,470.713104,452.585602,8580298
2015-12-11,471.406525,474.997498,467.023102,472.000916,453.823761,8378766
2015-12-14,469.351013,477.226379,468.558533,473.065796,454.847687,4875238
2015-12-15,474.006897,484.383514,472.347626,483.368164,464.753326,7254239
2015-12-16,483.368164,489.138458,482.179413,484.730255,466.062927,5582919
2015-12-17,485.423676,502.734589,484.408295,500.109467,480.849884,8938805
2015-12-18,497.187164,499.762756,490.351959,491.293030,472.372925,7391445
2015-12-21,489.311798,494.809692,487.553467,491.392090,472.468201,5691109
2015-12-22,491.738800,496.592804,487.380127,489.014618,470.182281,5343834
2015-12-23,491.243500,498.722595,490.351959,497.187164,478.040131,5962332
2015-12-24,497.236694,498.871185,493.472382,495.577423,476.492371,5492714
2015-12-28,495.602173,502.115448,495.304993,500.456177,481.183258,5946856
2015-12-29,500.456177,504.567200,498.846436,502.932709,483.564362,6882748
2015-12-30,502.734589,503.229889,496.295624,497.533875,478.373474,3761966
2015-12-31,496.989044,505.062500,494.859222,502.536469,483.183411,8530230
2016-01-01,500.158997,504.666260,499.366516,502.907928,483.540558,2499742
2016-01-04,497.781525,502.140198,488.717438,492.977081,473.992157,13923887
2016-01-05,495.453583,500.258057,493.819092,497.855835,478.683044,6897687
2016-01-06,499.069336,514.324707,495.503113,511.253815,491.565033,12349673
2016-01-07,505.731171,509.173553,499.292206,501.867798,482.540436,9109980
2016-01-08,505.211090,511.600525,503.576599,508.059113,488.493408,9836038
2016-01-11,503.205109,525.419556,500.753357,520.862732,500.803925,13391084
2016-01-12,522.546753,527.697937,515.662048,517.816589,497.875122,10786810
2016-01-13,521.605713,539.758606,518.683411,533.369202,512.828735,33136776
2016-01-14,526.930237,535.424683,521.580933,525.840576,505.590118,12840397
2016-01-15,529.852539,539.634827,527.796997,531.610840,511.138062,13276112
2016-01-18,532.452881,536.885864,499.316986,503.650879,484.254913,12578025
2016-01-19,509.668854,519.971191,502.288818,516.900330,496.994141,9917315
2016-01-20,512.591125,512.591125,490.351959,497.558655,478.397308,20820207
2016-01-21,503.997620,508.059113,483.764404,487.479187,468.706024,14661212
2016-01-22,492.357941,500.753357,492.357941,497.360504,478.206757,10929538
2016-01-25,500.258057,504.591980,495.304993,497.261444,478.111542,6045446
2016-01-27,499.316986,500.258057,493.794312,494.983063,475.920898,7961346
2016-01-28,495.800293,506.102661,493.868622,503.675659,484.278717,10648939
2016-01-29,504.691040,515.117188,504.220490,512.838806,493.088959,8850257
2016-02-01,515.092468,516.008728,507.960052,510.312744,490.660217,4577528
2016-02-02,510.312744,511.550995,490.599609,495.874603,476.778137,6816943
2016-02-03,489.361328,492.333160,482.922363,486.092316,467.372528,7241614
2016-02-04,489.361328,495.800293,478.316040,481.956543,463.396027,8401043
2016-02-05,484.953125,486.389526,476.186218,480.891632,462.372131,9690760
2016-02-08,480.990692,487.776367,474.477417,476.012878,457.681274,5574046
2016-02-09,471.976135,479.851501,470.539764,474.254547,455.990662,9047009
2016-02-10,471.381775,481.931763,469.871094,476.805359,458.443176,7791663
2016-02-11,476.904419,478.439880,453.451721,457.934235,440.298798,7898492
2016-02-12,462.565338,462.565338,439.880371,449.018738,431.726685,13530925
2016-02-15,454.690002,471.208405,454.690002,468.930023,450.871155,8899342
2016-02-16,471.084595,474.502197,459.147736,460.906067,443.156219,6010968
2016-02-17,463.159698,474.229767,453.897491,471.827545,453.657104,7126582
2016-02-18,476.953949,479.801971,463.605469,465.636230,447.704193,6660867
2016-02-19,465.586700,471.901855,464.274139,467.741272,449.728180,4723683
2016-02-22,467.617462,479.603821,467.617462,476.632019,458.276581,5893738
2016-02-23,477.028259,479.058990,466.948792,470.366394,452.252167,8763783
2016-02-24,468.013702,474.774597,466.577301,471.852325,453.680908,7008431
2016-02-25,472.620026,473.783997,466.007721,467.617462,449.609161,11457637
2016-02-26,472.025665,474.873657,467.716522,470.713104,452.585602,3853247
2016-02-29,471.183655,492.630371,463.110168,478.786591,460.348175,14321426
2016-03-01,477.820740,487.900208,477.795959,486.042786,467.324890,7593145
2016-03-02,491.788330,498.153015,488.989868,496.047974,476.944763,9278900
2016-03-03,500.258057,504.220490,494.066742,501.669678,482.349976,7328829
2016-03-04,502.239258,502.734589,497.038574,498.474945,479.278259,4147803
2016-03-08,499.019806,510.609924,499.019806,508.678253,489.088654,6102409
2016-03-09,505.211090,517.048889,504.517670,515.959229,496.089203,5471034
2016-03-10,516.132568,518.039490,499.762756,501.124847,481.826141,9555978
2016-03-11,502.685059,509.941254,500.555237,502.486938,483.135803,7069736
2016-03-14,504.765320,508.381042,501.719208,505.087280,485.635956,5482662
2016-03-15,507.192322,509.099243,502.784119,505.458771,485.993164,4840112
2016-03-16,505.706421,508.083862,498.004425,506.077881,486.588470,5106094
2016-03-17,508.678253,513.581787,501.248657,503.229889,488.874054,7768425
2016-03-18,504.344330,510.238434,503.081299,508.777313,494.263184,6475294
2016-03-21,509.148773,515.860168,506.573181,513.779907,499.123077,5864774
2016-03-22,513.631287,521.184692,512.962646,519.005371,504.199463,7076381
2016-03-23,518.534790,518.534790,506.399841,509.767914,495.225525,7756138
2016-03-28,510.164154,511.006165,503.056519,505.409210,490.991211,8339413
2016-03-29,507.093262,516.107788,505.310150,513.259827,498.617889,7324579
2016-03-30,516.454529,520.937012,516.454529,518.609131,503.814545,6670193
2016-03-31,515.612488,523.042114,511.501465,517.692810,502.924377,14229585
2016-04-01,514.671448,518.237610,507.687622,512.368286,497.751740,5713883
2016-04-04,515.117188,516.206848,507.836212,512.665466,498.040405,3983929
2016-04-05,510.832825,516.305908,506.300781,508.653473,494.142883,4734755
2016-04-06,511.204285,513.482727,506.498901,512.021545,497.414886,3226244
2016-04-07,512.591125,519.079651,506.251251,513.755127,499.098999,4056197
2016-04-08,513.086426,522.274353,510.758514,513.309326,498.665955,6189521
2016-04-11,513.631287,517.841370,511.650055,515.265808,500.566620,4757307
2016-04-12,515.265808,523.760254,514.151367,518.782471,503.982941,5152580
2016-04-13,521.333252,529.926819,521.333252,528.019897,512.956787,7401784
2016-04-18,527.896057,528.391357,522.744873,527.375977,512.331299,8798824
2016-04-20,529.580139,529.580139,513.036926,513.779907,499.123077,10008978
2016-04-21,515.810608,521.060852,512.640686,515.686829,500.975616,5252190
2016-04-22,514.621887,518.831970,509.817444,514.597107,499.916992,5401895
2016-04-25,517.321289,517.321289,501.397247,503.675659,489.307098,28224196
2016-04-26,502.932709,507.142792,499.019806,503.700409,489.331146,12197088
2016-04-27,504.170959,508.158173,503.229889,504.913910,490.510040,6692966
2016-04-28,502.239258,504.814850,490.822479,493.670502,479.587402,28589468
2016-04-29,492.060760,494.586823,484.829315,486.736237,472.850922,10835868
2016-05-02,484.903595,491.540680,484.408295,488.841278,474.895905,4901531
2016-05-03,489.361328,492.803711,481.807953,483.318634,469.530823,8109395
2016-05-04,482.451843,487.231537,481.931763,484.457825,470.637451,6251608
2016-05-05,485.398895,487.107697,480.891632,483.046204,469.266144,9998709
2016-05-06,481.931763,483.813934,478.959930,479.925781,466.234711,6806351
2016-05-09,482.922363,488.370728,481.832703,486.934357,473.043335,7082682
2016-05-10,486.934357,487.726837,484.408295,486.661926,472.778717,3345090
2016-05-11,481.337402,485.770386,480.445862,483.120514,469.338318,5694872
2016-05-12,483.417694,492.432220,482.947144,491.738800,477.710785,5900836
2016-05-13,489.831879,490.624359,482.922363,484.482574,470.661530,6760184
2016-05-16,483.912994,486.637177,480.990692,483.392914,469.602997,4304563
2016-05-17,485.522736,486.934357,478.638000,480.024841,466.330963,5610730
2016-05-18,478.415100,481.684113,477.523560,480.718262,467.004608,3797607
2016-05-19,481.287872,481.386932,468.360413,471.134125,457.693848,4215701
2016-05-20,471.530365,472.768616,461.302307,462.713928,449.513885,8558338
2016-05-23,464.274139,465.933411,458.479065,460.633667,447.492981,8475783
2016-05-24,459.667816,467.567932,459.667816,465.809601,452.521240,5668703
2016-05-25,470.465454,471.926605,466.156311,471.134125,457.693848,4264311
2016-05-26,470.539764,471.728485,467.617462,468.979553,455.600769,6548694
2016-05-27,470.069214,483.863464,469.920624,482.773773,469.001465,6184833
2016-05-30,483.615814,486.141876,477.969330,479.801971,466.114471,4445929
2016-05-31,479.950562,481.931763,473.759247,474.427887,460.893677,10768049
2016-06-01,474.477417,478.514160,471.431305,472.322845,458.848694,4173254
2016-06-02,472.768616,474.081177,468.112762,473.635406,460.123779,4732138
2016-06-03,475.492798,476.929199,473.437286,475.319458,461.759796,3988879
2016-06-06,475.988098,476.978729,471.802795,472.917206,459.426117,4002515
2016-06-07,474.130707,475.963348,471.332245,473.041046,459.546387,8747391
2016-06-08,474.502197,474.502197,470.118744,472.570496,459.089264,5600539
2016-06-09,475.492798,483.640564,473.610657,481.015442,467.293335,7219470
2016-06-10,482.427063,487.578247,479.603821,483.764404,469.963837,7530182
2016-06-13,480.396332,487.107697,477.003479,485.943726,472.081024,4713976
2016-06-14,485.869446,488.073547,480.099152,483.541504,469.747284,5041354
2016-06-15,485.398895,488.618378,482.303253,487.677307,473.765106,5136069
2016-06-16,485.894196,487.206757,478.984711,483.566284,469.771362,4325272
2016-06-17,483.912994,484.730255,480.495392,482.872833,469.097717,4861844
2016-06-20,481.510773,491.639740,479.455231,490.451019,476.459686,4965096
2016-06-21,492.382690,492.407471,485.250305,488.915558,474.968048,6430108
2016-06-22,487.875427,488.321198,483.962524,485.646545,471.792267,5901987
2016-06-23,485.374146,486.389526,480.445862,485.621796,471.768219,4540016
2016-06-24,477.919800,477.919800,462.317688,471.257935,457.814178,11530618
2016-06-27,465.834351,474.700317,465.834351,473.338226,459.835114,4228907
2016-06-28,473.709717,476.260529,473.016266,474.403137,460.869690,3509696
2016-06-29,476.483398,479.925781,475.492798,478.910400,465.248291,3472319
2016-06-30,481.436462,484.160645,478.984711,480.024841,466.330963,5887945
2016-07-01,481.807953,483.813934,480.445862,482.154663,468.400024,3050603
2016-07-04,483.170044,492.135040,483.170044,488.717438,474.775604,3601316
2016-07-05,488.420258,496.741394,485.547485,491.887390,477.855072,5242583
2016-07-07,491.590210,495.552643,488.445038,489.311798,475.352997,5551423
2016-07-08,488.866028,489.856659,483.591034,484.606415,470.781860,3295393
2016-07-11,490.847260,492.803711,488.123077,491.590210,477.566437,3815035
2016-07-12,492.952301,497.781525,490.847260,496.989044,482.811218,4507697
2016-07-13,497.880585,503.576599,497.360504,499.638916,485.385498,6883407
2016-07-14,499.316986,502.288818,494.438232,497.731995,483.532990,4964987
2016-07-15,499.762756,505.706421,497.038574,501.347717,487.045532,6457762
2016-07-18,509.173553,514.498047,496.171783,498.400665,484.182556,14817306
2016-07-19,498.276825,506.672241,492.977081,504.121429,489.740143,7683649
2016-07-20,505.186340,509.322144,503.502289,506.697021,492.242249,5660441
2016-07-21,507.192322,507.687622,497.781525,498.450195,484.230682,3097170
2016-07-22,498.276825,504.121429,497.831055,502.660278,488.320679,3184126
2016-07-25,502.239258,507.068512,498.945496,506.573181,492.121918,3803482
2016-07-26,506.697021,512.541626,502.833649,507.217102,492.747467,4853316
2016-07-27,506.721771,508.182922,499.737976,501.793488,487.478607,5090697
